,gene_ks,gene_sensitive,logFC,logCPM,LR,PValue,FDR,reg_type,desc,selected
52,KS17gene_245a,Tb927.2.1344,2.0949201425926827,7.796246089638504,400.9300539414943,3.4552078876019076e-89,3.7153338046152836e-88,,retrotransposon hot spot protein 1 (RHS1)  interrupted,0
53,KS17gene_249a,Tb927.2.1680,0.46075561033511997,4.845458393065128,50.938549467059815,9.530335801023861e-13,1.8315749470847745e-12,,peptidyl-prolyl cis-trans isomerase  putative,0
54,KS17gene_251a,Tb927.2.1720,2.422192477061357,6.354147373245149,1235.8025716423842,1.010406199274687e-270,2.0122737546118415e-268,,hypothetical protein  conserved,0
55,KS17gene_259a,Tb927.2.1820,-1.4960178052257835,-0.8652831326291824,25.516927236708653,4.3851868835948374e-07,6.878915302200022e-07,,CAMK/CAMKL family protein kinase  putative,0
56,KS17gene_260a,Tb927.2.1850,-0.5260291902600777,1.12925359047788,13.803356049564371,0.00020297333885796373,0.00028055161402264,,Tetratricopeptide repeat  putative,0
57,KS17gene_266a,Tb2.NT.8,1.5657639636681504,4.304340215085085,166.4752122216689,4.355736018646036e-38,1.6650475075332508e-37,,Noncoding RNA  putative,0
58,KS17gene_277a,Tb927.2.2770,1.6577783780026392,6.0865405148327705,710.6545808524846,1.441518750860631e-156,4.751299565773734e-155,,hypothetical protein  conserved,0
59,KS17gene_281a,Tb927.2.2860,-0.7433765107158726,0.6896227250813757,20.321803754267197,6.545047760244974e-06,9.745890409631839e-06,,hypothetical protein  conserved,0
60,KS17gene_283a,Tb927.2.2880,1.416754358826315,5.03743136885542,374.0920014287098,2.4057561584575455e-83,2.289191930053142e-82,,TPR repeat/Tetratricopeptide repeat  putative,0
61,KS17gene_297a,Tb927_02_v4.snoRNA.0100,1.8211279371205271,3.27226124190293,73.09284818376159,1.236919176659971e-17,2.7552043412054174e-17,,unspecified product,0
62,KS17gene_302a,Tb927.2.3190,1.3301112132069497,4.372370000959356,194.28652714013938,3.6874668522734465e-44,1.6107748313607208e-43,,Got1/Sft2-like family  putative,0
63,KS17gene_304a,Tb927.2.3270,1.4564405803463174,4.803867695844539,39.615826083398105,3.0916768115211094e-10,5.45499252744054e-10,,65 kDa invariant surface glycoprotein,0
64,KS17gene_308a,Tb927.2.3280,1.2029136961559561,4.031515118486147,44.861378243209515,2.1148836802492134e-11,3.88300945123847e-11,,65 kDa invariant surface glycoprotein,0
65,KS17gene_329a,Tb927.2.5280,-0.3416996649354161,2.5540846888651525,5.615668094200979,0.01780059368075066,0.021762095335104127,,Enriched in surface-labeled proteome protein 1,0
66,KS17gene_331a,Tb927.2.5290,0.6597434250133853,5.148525958403579,79.81902173039433,4.1032337556181807e-19,9.578954152953785e-19,,hypothetical protein  conserved,0
67,KS17gene_336a,Tb927.2.5660,-0.44567140625998986,3.323477268176139,17.990797817600974,2.2197542734044794e-05,3.220864589629486e-05,,adenylate kinase  putative,0
68,KS17gene_338a,Tb927.2.5750,0.2597064900539519,4.321090680680983,12.557059177377438,0.0003947124167843641,0.0005370702052858842,,tyrosyl-DNA Phosphodiesterase (Tdp1)  putative,0
69,KS17gene_355a,Tb927.2.6000,0.9270015456952655,2.7409908931532634,50.7267088412262,1.061649648531089e-12,2.0360404218404444e-12,,glycosylphosphatidylinositol-specific phospholipase C,0
70,KS17gene_357a,Tb927.2.6050,1.9483370025437412,2.4341053288167354,221.50681232745026,4.243404012203655e-50,2.122452519722663e-49,,beta prime COP protein,0
71,KS17gene_361a,Tb927.2.6100,-0.6248910961749166,6.787808008030102,50.00417039482339,1.5341955819526961e-12,2.9252326764847795e-12,,hypothetical protein  conserved,0
72,KS17gene_366a,Tb927.2.6200,0.9056003192582823,3.7711864205383225,44.823858828930035,2.155798100625797e-11,3.954720438875035e-11,,adenosine transporter 2  putative,0
73,KS17gene_373a,Tb927.3.590,0.4176212118505377,5.09404183370936,29.02351748095806,7.150493900146216e-08,1.1564449702398203e-07,,adenosine transporter  putative,0
74,KS17gene_383a,Tb927.3.940,-0.3812829585574314,4.8321756479433216,23.27391608229284,1.4049248465689785e-06,2.154624439315115e-06,,Complex 1 protein (LYR family)  putative,0
75,KS17gene_385a,Tb927.3.950,-0.20281786901390653,2.5425456380942206,4.229678259142311,0.039722969927972876,0.04722042507854738,,2OG-Fe(II) oxygenase superfamily  putative,0
76,KS17gene_392a,Tb927.3.1030,-0.4597747195425903,2.8137862236400784,19.418831921316578,1.049669023230317e-05,1.5473644691906467e-05,,RNA-binding protein,0
77,KS17gene_394a,Tb927.3.1060,2.0216086598156755,4.273427201011162,355.6323927978909,2.515554871823331e-79,2.206572325532376e-78,,cAMP Response Protein 4,0
78,KS17gene_396a,Tb927.3.1070,-1.170199117237816,2.9006811922435256,107.18601019599744,4.0528755145687007e-25,1.1164554797584538e-24,,Peptide chain release factor 1  mitochondrial  putative,0
79,KS17gene_400a,Tb927.3.1090,-0.38162698487455254,4.991845368891375,31.19316564080492,2.3358700026272237e-08,3.8513528261600916e-08,,U1 small nuclear ribonucleoprotein 24 kDa,0
80,KS17gene_404a,Tb927.3.1120,-2.944439125473884,6.420792040072368,878.9593551787327,3.680137760343145e-193,2.2923853714207962e-191,,GTP-binding nuclear protein rtb2  putative,0
81,KS17gene_406a,Tb927.3.1130,-2.4941556577683017,6.4644367966220715,964.1920697025713,1.0908407148142722e-211,8.864648107743568e-210,,DNA polymerase delta subunit 2  putative,0
82,KS17gene_418a,Tb927.3.1210,1.952802630439312,2.120470341995379,216.03308230116536,6.632917404805395e-49,3.2252218742760755e-48,,protein transport protein Sec24,0
83,KS17gene_422a,Tb927.3.1250,-0.1617664452055169,3.4304230237097815,2.0100097064000817,0.15626431830814635,0.1754747030556853,,DNA-directed RNA polymerase I subunit RPB10,0
84,KS17gene_425a,Tb927.3.1280,0.08732065836304231,2.8919132651216772,0.8308457019107447,0.36202809944443104,0.38848579541202516,,NPL4 family  putative,0
85,KS17gene_430a,Tb927.3.1310,-1.573534651785173,1.6240324229848966,110.93492998658485,6.114509298460752e-26,1.717845449637096e-25,,hypothetical protein  conserved,0
86,KS17gene_440a,Tb927.3.1410,1.1267998720016323,4.333724280320214,177.9354988116319,1.368354939110618e-40,5.542405854776322e-40,,cytochrome oxidase subunit VII,0
87,KS17gene_445a,Tb927.3.1460,0.5604064752569662,4.571344694823953,39.904228809770046,2.667251105158189e-10,4.715545214670767e-10,,hypothetical protein,0
88,KS17gene_446a,Tb927.3.1480,0.7711015552557324,3.130190983282754,6.179601457393574,0.01292313820618147,0.015942520872047283,,hypothetical protein  conserved,0
89,KS17gene_455a,Tb927.3.2330,0.7755763650642401,5.104216461263115,178.3799678090569,1.094328537516914e-40,4.443941849652258e-40,,kinetoplastid kinetochore protein 17,0
90,KS17gene_469a,Tb927.3.2477,-0.4868146846785036,4.081065819504808,35.163233774916165,3.0319398729651793e-09,5.1714873104617174e-09,,hypothetical protein,0
91,KS17gene_471a,Tb927.3.2480,0.6062883008521451,4.659315920728172,81.99406477494996,1.3649596003311837e-19,3.222663006959916e-19,,Arv1-like family  putative,0
92,KS17gene_475a,Tb927.3.3440,1.2078474162816932,5.631931036596494,394.4588969420804,8.854905850228907e-88,9.213272164991665e-87,increase,phytanoyl-CoA dioxygenase (PhyH)  putative,1
93,KS17gene_478a,Tb927.3.3450,0.019171582453877938,3.9054221858662084,0.0373903037708434,0.8466725559864183,0.8597450586461727,,ADP-ribosylation factor-like protein 3  putative,0
94,KS17gene_486a,Tb927.3.3540,0.7119830790010293,2.5094770400418387,37.217523421138225,1.0566004409180683e-09,1.8309228228653781e-09,,Nucleoporin NUP53b,0
95,KS17gene_493a,Tb927.3.3600,-0.7550497906266522,3.066160163905753,59.090273493047725,1.506018291136918e-14,3.06757398972573e-14,,hypothetical protein,0
96,KS17gene_508a,Tb927.3.3730,0.8548683540661133,1.6244513938158855,51.936411116408685,5.732742625322187e-13,1.1090570628274145e-12,,ABC transporter  putative,0
97,KS17gene_510a,Tb927.3.3740,-0.1458500847664169,1.7694488589788222,0.7035441429110882,0.40159536729508694,0.42818266427028573,,Zinc-finger double-stranded RNA-binding  putative,0
98,KS17gene_512a,Tb927.3.3750,2.342676105059939,5.826232504388496,753.7275928816483,6.207137044975605e-166,2.431271961660805e-164,,paraflagellar rod component  putative,0
99,KS17gene_514a,Tb927.3.3760,1.5262620616524836,3.7656582850981577,227.88497570909328,1.7242617395357168e-51,8.898197444173371e-51,,tryparedoxin 1b  putative,0
100,KS17gene_529a,Tb927.3.3940,-2.122324981897479,2.7662836714083667,227.43051946081823,2.1662913218166407e-51,1.1146782856800326e-50,decrease,RNA-binding protein  putative,0
101,KS17gene_534a,Tb927.3.3980,-0.10436378045579049,2.9199821206173118,0.9283931526995257,0.3352808117099948,0.3614730957556214,,hypothetical protein  conserved,0
102,KS17gene_537a,Tb927.3.4005,1.4094495672188725,5.894621700146002,281.101220438144,4.3213832015299225e-63,2.792703769178844e-62,,hypothetical protein,0
103,KS17gene_539a,Tb927.3.4900,0.5539748475124356,4.156819946174346,58.56089427721006,1.970952811614688e-14,4.00075692739473e-14,,tRNA isopentenyltransferase  putative,0
104,KS17gene_544a,Tb927.3.4930,0.4357288368386824,5.0726988093798004,51.539821326372845,7.015949525810589e-13,1.3534178212136662e-12,,hypothetical protein  conserved,0
105,KS17gene_546a,Tb927.3.4940,-0.7686709492095903,2.0736967153200987,38.70051658886936,4.940782755550508e-10,8.666749555078053e-10,,5-histidylcysteine sulfoxide synthase  putative,0
106,KS17gene_550a,Tb927.3.4970,2.4289470993948385,3.323612922521057,290.85713046023665,3.2344190108992557e-65,2.1757699721272826e-64,,hypothetical protein  conserved,0
107,KS17gene_571a,Tb927.3.5140,0.8457638570358055,3.0798439303359397,58.16214288938836,2.4137966284440885e-14,4.883543328974017e-14,,exonuclease  putative,0
108,KS17gene_572a,Tb927.3.5150,-0.6641040526928881,1.763634383169732,21.014560166918976,4.558062513790152e-06,6.83975421256423e-06,,exonuclease  putative,0
109,KS17gene_575a,Tb927.3.5170,-0.17459782796072068,1.8671439816112405,1.8997350692526283,0.16810797620979653,0.18804143065075618,,mediator of rna polymerase ii transcription subunit 3,0
110,KS17gene_578a,Tb927.3.5210,0.06213224001367888,3.168070255535949,0.2388328964309263,0.6250503320323836,0.6480577573645626,,hypothetical protein  conserved,0
111,KS17gene_583a,Tb927.3.5260,-1.6251376513726787,3.0615916883914576,185.03545118067998,3.855304601760299e-42,1.6033531490850185e-41,,hypothetical protein  conserved,0
112,KS17gene_585a,Tb927.3.5270,-0.480715177313008,2.997631024502555,27.053010624330593,1.9795168630154185e-07,3.147460749245251e-07,,DNA-directed RNA polymerases II subunit  putative,0
113,KS17gene_592a,Tb927.3.5320,-0.5453697592187116,3.8109939353334634,24.669613358690256,6.804867217914749e-07,1.0585349005645164e-06,increase,UBX domain-containing protein,0
114,KS17gene_602a,Tb927.3.5430,-1.603677590309284,3.2767498396398134,303.2247409386023,6.53463342018144e-68,4.624610438506785e-67,,hypothetical protein  conserved,0
115,KS17gene_608a,Tb927.3.5480,-0.5970840096634895,4.470878935541722,70.38037984739121,4.890389973394744e-17,1.071264356681668e-16,,hypothetical protein  conserved,0
116,KS17gene_614a,Tb927.3.5530,0.26787812950137,4.969173347222253,15.811293922685762,6.998352492414614e-05,9.885784639634629e-05,,Tb-292 membrane associated protein,0
117,KS17gene_628a,Tb927.3.5660,0.44673980860522255,4.216145139270814,33.85220682565587,5.946160514185841e-09,1.0032061767162366e-08,,UDP-GlcNAc:alpha3-D-mannoside beta-1 2-N-acetylglucosaminyltransferase I,0
118,KS17gene_630a,Tb927.3.5670,0.2604477728155469,4.200182378727493,6.341267784921385,0.011796054054995937,0.014600508082776834,,hypothetical protein,0
119,KS17gene_632a,Tb927.3.5680,0.7492149344191682,4.385980503178467,33.28728292069478,7.950083660407037e-09,1.3373088622193135e-08,,variant surface glycoprotein (VSG)-related  putative,0
120,KS17gene_636a,Tb927.3.5780,0.7653873840410256,4.859939712036841,150.3296615705073,1.4686018422002515e-34,5.1695369800128345e-34,,hypothetical protein,0
121,KS17gene_639a,Tb927.3.5790,0.6290220805800989,4.513162291212022,17.35895512066414,3.094367689623609e-05,4.452463532235456e-05,,expression site-associated gene 9 (ESAG9) (pseudogene),0
122,KS17gene_646a,Tb927.4.130,1.4377457902266333,4.9157399322495,476.7708478516625,1.077469182819043e-105,1.5436083328329554e-104,,receptor-type adenylate cyclase GRESAG 4  pseudogene  putative,0
123,KS17gene_650a,Tb927.4.2110,1.1547676020989943,5.463296544774661,264.0973227436853,2.1949464060888554e-59,1.3252152938555259e-58,,protein phosphatase 2C  putative,0
124,KS17gene_659a,Tb927.4.2190,0.5913610051354892,5.769855906479861,104.64611645429908,1.4601843206919424e-24,3.9652403100795214e-24,,GTP-binding protein  putative,0
125,KS17gene_667a,Tb927.4.2265,0.4407750340248964,3.6230489016300194,15.612742845760172,7.772900027255856e-05,0.00010960192100657939,,hypothetical protein,0
126,KS17gene_668a,Tb927.4.2270,0.37397793603213975,2.6554025741739213,12.667514343927266,0.0003720638411347669,0.0005069849391582927,,Histone-like transcription factor (CBF/NF-Y) and archaeal histone  putative,0
127,KS17gene_673a,Tb927.4.2310,-1.4395499834477568,3.895643477712217,253.9056177674452,3.655995167095502e-57,2.1134820794247914e-56,,asparaginyl-tRNA synthetase  putative,0
128,KS17gene_691a,Tb927.4.2470,0.04014454015443511,1.7146721312811668,0.07433433661300626,0.7851274695488886,0.8013355290472993,,hypothetical protein  conserved,0
129,KS17gene_695a,Tb927.4.2500,-1.1924257636377427,2.6892088902386044,95.31284342957082,1.6255510294892554e-22,4.1791439194505585e-22,,eukaryotic translation initiation factor 2-alpha kinase 2,0
130,KS17gene_697a,Tb927.4.2510,0.9421311804048548,3.7671469525642722,41.12020776979332,1.4314865235452288e-10,2.5524866888940145e-10,,multidrug resistance-associated protein  putative,0
131,KS17gene_704a,Tb927.4.2600,1.7099199864595191,3.253953865598702,162.90731888451202,2.621010504739579e-37,9.840968809617007e-37,,SUMO-interacting motif-containing protein,0
132,KS17gene_720a,Tb927.4.2750,1.1878928784064304,1.90998830631038,47.43695881544945,5.680157885511194e-12,1.0605761587366736e-11,,hypothetical protein  conserved,0
133,KS17gene_722a,Tb927.4.2760,1.6369827905789711,3.420263216502552,99.31916130595081,2.14918565669728e-23,5.646504122203556e-23,,Protein of unknown function (DUF3808)  putative,0
134,KS17gene_731a,Tb927.4.2850,1.1834964146758826,3.560658436674876,136.65491797375665,1.434719940385523e-31,4.664736711209771e-31,,hypothetical protein  conserved,0
135,KS17gene_735a,Tb927.4.2880,-0.4474577060721704,3.940137288232641,27.495533844099814,1.5745769329658293e-07,2.510092202044738e-07,,Nucleoporin NUP225,0
136,KS17gene_738a,Tb927.4.2900,-1.595018665547581,4.16542787074206,358.09391322932726,7.322036514441059e-80,6.519747878727744e-79,,hypothetical protein  conserved,0
137,KS17gene_741a,Tb927.4.2920,-1.2551502317025582,5.090191946697774,309.21131518274086,3.2436580554318785e-69,2.354482797936692e-68,,hypothetical protein  conserved,0
138,KS17gene_747a,Tb927.4.3160,-0.9693826197152349,3.5925740854892743,120.43252162263695,5.086794794048342e-28,1.5060120152404632e-27,,dihydroxyacetone phosphate acyltransferase  putative,0
139,KS17gene_749a,Tb927.4.3170,-0.6813590966627854,3.2368585441405333,46.682383182219496,8.347607212828512e-12,1.551053429558412e-11,,hypothetical protein  conserved,0
140,KS17gene_754a,Tb927.4.3750,1.5255671962282293,3.9454771223796463,216.701442342492,4.741408153565385e-49,2.311048303737144e-48,,receptor-type adenylate cyclase GRESAG 4  putative,0
141,KS17gene_759a,Tb927.5.640,0.9809915439918095,5.872699243932594,388.1070262008872,2.13787587538043e-86,2.1732253686469647e-85,,trans-sialidase  putative,0
142,KS17gene_761a,Tb927.5.650,1.2849381244641174,4.904314934633668,351.3022049682209,2.2058069929951554e-78,1.9123305261159717e-77,,receptor-type adenylate cyclase GRESAG 4  putative,0
143,KS17gene_771a,Tb927.5.710,1.8396960077064715,5.3450792091829,624.0527152800652,9.824510737769361e-138,2.326944419297467e-136,,hypothetical protein  conserved,0
144,KS17gene_781a,Tb927.5.800,-1.318587209265424,3.73111725948818,107.8611541855226,2.8828257187872374e-25,7.964665037837346e-25,,casein kinase I  isoform 2,0
145,KS17gene_783a,Tb927.5.820,1.648201132389649,5.7479626912205255,610.4413221810449,8.969343813840042e-135,2.0163198971017203e-133,,hypothetical protein  conserved,0
146,KS17gene_784a,Tb927.5.830,1.7144600758916377,6.498647035411683,414.13139245537127,4.622099506043873e-92,5.241097595465948e-91,,Tripartite attachment complex protein 65,0
147,KS17gene_789a,Tb927.5.860,1.5381311934585014,3.8889923445087144,151.36794057559237,8.709018754773208e-35,3.082491243867163e-34,,Selenoprotein T  putative,0
148,KS17gene_796a,Tb927.5.950,1.546420105395749,4.7363663361652835,361.15891905971404,1.5748303660213352e-80,1.4210658184774526e-79,,monothiol glutaredoxin  putative,0
149,KS17gene_807a,Tb927.5.1060,-1.0441599219087976,3.1805259038659637,76.6386452042903,2.0528298886011155e-18,4.685555225959608e-18,,mitochondrial processing peptidase  beta subunit  putative,0
150,KS17gene_811a,Tb927.5.1100,-0.22952641600133428,5.033781571136775,14.74843067545145,0.00012284973470770092,0.0001715141438355935,,peroxisome targeting signal 1 receptor,0
151,KS17gene_814a,Tb927.5.1120,-1.8411253784170816,-0.25390796211801536,46.28267223296867,1.0236525705572914e-11,1.8967956162600053e-11,,Phage tail fibre repeat  putative,0
152,KS17gene_817a,Tb927.5.1145,-1.1106717407588886,6.294099612958573,255.66256101300695,1.5135764170141555e-57,8.840136528946782e-57,,hypothetical protein,0
153,KS17gene_824a,Tb927.5.1200,1.4477590666527822,4.159565184275245,237.73308635785745,1.2274490380120965e-53,6.581770723356482e-53,,exosome complex component CSL4,0
154,KS17gene_827a,Tb927.5.1230,-1.1303151197196977,3.963042527857196,147.18821432434245,7.138168723743256e-34,2.4750786109301038e-33,,hypothetical protein  conserved,0
155,KS17gene_830a,Tb927.5.1260,-1.375770712996267,4.097893592954524,176.77433281621666,2.4532898087541644e-40,9.857777179819233e-40,,Sulfate transporter N-terminal domain with GLY motif/Sulfate transporter family  putative,0
156,KS17gene_840a,Tb927.5.1350,0.3675442423435901,4.448230629750127,21.01481990999122,4.557444624619615e-06,6.839552854183969e-06,,hypothetical protein  conserved,0
